Timestamp,id,lat,long
01/06/2014 07:36:01,101,36.04802745,24.87957667
01/06/2014 07:36:01,101,36.04807266,24.87957652
01/06/2014 07:36:02,101,36.04812822,24.87957357
01/06/2014 07:36:03,101,36.04817412,24.87956944
01/06/2014 07:36:04,101,36.04822279,24.87957737
01/06/2014 07:36:05,101,36.0482769,24.87956844
01/06/2014 07:36:06,101,36.04832114,24.87956911
01/06/2014 07:36:07,101,36.04838291,24.8795685
01/06/2014 07:36:08,101,36.04842308,24.87957578
01/06/2014 07:36:09,101,36.04846997,24.87957068
01/06/2014 07:36:10,101,36.04853146,24.87957584
01/06/2014 07:36:11,101,36.04856999,24.87956542
01/06/2014 07:36:12,101,36.04862261,24.87957224
01/06/2014 07:36:14,101,36.04871931,24.87956524
01/06/2014 07:36:15,101,36.04876985,24.87957364
01/06/2014 07:36:16,101,36.04882433,24.87957682
01/06/2014 07:36:17,101,36.04887204,24.87956761
01/06/2014 07:36:18,101,36.04893327,24.87956616
01/06/2014 07:36:20,101,36.04903007,24.87956565
01/06/2014 07:36:21,101,36.04907234,24.87957476
01/06/2014 07:36:23,101,36.04916793,24.87957366
01/06/2014 07:36:24,101,36.04922233,24.87957433
01/06/2014 07:36:25,101,36.04928199,24.87957482
01/06/2014 07:36:26,101,36.04932874,24.87957342
01/06/2014 07:36:27,101,36.04937213,24.87957718
01/06/2014 07:36:29,101,36.04946892,24.87958299
01/06/2014 07:36:30,101,36.0495289,24.87956766
01/06/2014 07:36:32,101,36.0496192,24.87958197
01/06/2014 07:36:33,101,36.04967858,24.87958307
01/06/2014 07:36:34,101,36.04972146,24.87957399
01/06/2014 07:36:35,101,36.04977602,24.87957686
01/06/2014 07:36:36,101,36.04982569,24.87957381
01/06/2014 07:36:37,101,36.04987418,24.87956517
01/06/2014 07:36:38,101,36.04992192,24.87957177
01/06/2014 07:36:39,101,36.0499817,24.87958101
01/06/2014 07:36:40,101,36.05002752,24.87957852
01/06/2014 07:36:41,101,36.05007108,24.87958371
01/06/2014 07:36:42,101,36.05013419,24.8795773
01/06/2014 07:36:43,101,36.05016641,24.87957931
01/06/2014 07:36:44,101,36.05023372,24.87958627
01/06/2014 07:36:45,101,36.05022504,24.87953655
01/06/2014 07:36:46,101,36.05021505,24.87944141
01/06/2014 07:36:47,101,36.0502184,24.87932349
01/06/2014 07:36:48,101,36.05021673,24.87923974
01/06/2014 07:36:49,101,36.05019651,24.87913723
01/06/2014 07:36:51,101,36.05020081,24.87893534
01/06/2014 07:36:52,101,36.05018646,24.87883285
01/06/2014 07:36:53,101,36.05017209,24.87873603
01/06/2014 07:36:54,101,36.0501694,24.87864045
01/06/2014 07:36:55,101,36.05015827,24.87853382
01/06/2014 07:36:56,101,36.05015416,24.8784348
01/06/2014 07:36:57,101,36.05013928,24.87835006
01/06/2014 07:36:58,101,36.05014598,24.87823459
01/06/2014 07:36:59,101,36.05014754,24.87814453
01/06/2014 07:37:00,101,36.05014034,24.87804508
01/06/2014 07:37:01,101,36.05012261,24.87794044
01/06/2014 07:37:02,101,36.05013696,24.8778334
01/06/2014 07:37:03,101,36.05012927,24.8777429
01/06/2014 07:37:04,101,36.05012495,24.87764787
01/06/2014 07:37:05,101,36.05013931,24.87753227
01/06/2014 07:37:06,101,36.05013935,24.87743563
01/06/2014 07:37:07,101,36.05014239,24.87733948
01/06/2014 07:37:08,101,36.05012629,24.87723421
01/06/2014 07:37:09,101,36.05013543,24.87714915
01/06/2014 07:37:10,101,36.05012126,24.87703375
01/06/2014 07:37:11,101,36.05014524,24.87693612
01/06/2014 07:37:12,101,36.05013246,24.87685896
01/06/2014 07:37:13,101,36.0501468,24.87674612
01/06/2014 07:37:15,101,36.05014667,24.87655656
01/06/2014 07:37:16,101,36.0501311,24.87644936
01/06/2014 07:37:17,101,36.05013102,24.87635558
01/06/2014 07:37:18,101,36.05012859,24.87624116
01/06/2014 07:37:20,101,36.05013622,24.87605863
01/06/2014 07:37:21,101,36.05015375,24.87594903
01/06/2014 07:37:22,101,36.05015224,24.87586046
01/06/2014 07:37:23,101,36.050135,24.87574058
01/06/2014 07:37:25,101,36.05012082,24.87554701
01/06/2014 07:37:26,101,36.05012063,24.87546323
